,Unnamed: 0,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
221,221,1154,"4064 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
222,222,799,"1538 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
223,223,1525,"4160 Rae Street, Regina, SK, S4S 3A4",3,1.0,0,1,1,0,1,1061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
224,224,1504,"2915 Parliament Ave, Regina, SK, S4S 2L3",3,1.0,0,1,1,0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
225,225,734,"4120 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
226,226,1154,"4160 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
227,227,849,"4100 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
228,228,1154,"4040 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
229,229,1154,"4020 Robinson Street, Regina, SK, S4S 3C9",2,1.0,0,1,1,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414744,-104.623898
230,230,854,"3854 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
231,231,999,"4030 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
232,232,864,"1538 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,480,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
233,233,1104,"1520 Alexandra Street, Regina, SK, S4T 4N9",2,1.0,0,1,1,0,1,880,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
234,234,1154,"2821 Parliament Ave, Regina, SK, S4S 2L1",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
235,235,734,"2924 Parliament Ave, Regina, SK, S4S 2L4",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415614,-104.622717
236,236,994,"4150 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
237,237,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",2,1.0,0,1,1,0,1,870,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
238,238,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
239,239,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.431637,-104.550761
240,240,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
241,241,725,"3955 Robinson Street, Regina, SK, S4S 3C7",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416219,-104.623885
242,242,1174,"4140 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
243,243,1154,"4130 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
244,244,1074,"4029 Retallack Street, Regina, SK, S4S 3C2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
245,245,849,"3955 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
246,246,1074,"3918 Rae Street, Regina, SK, S4S 3A2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
247,247,1684,"68 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,0,0,0,1,1848,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
248,248,1014,"4049 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
249,249,994,"4120 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
250,250,1074,"2935 Parliament Avenue, Regina, SK, S4S 2L3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
251,251,1154,"2805 Parliament Ave, Regina, SK, S4S 2L1",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
252,252,854,"4150 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
253,253,1154,"3930 Rae Street, Regina, SK, S4S 3A2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
254,254,999,"4150 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
255,255,1134,"2121 Smith Street, Regina, SK, S4P 2P3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
256,256,794,"4020 Robinson Street, Regina, SK, S4S 3C9",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414744,-104.623898
257,257,849,"3954 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.622474
258,258,725,"4020 Robinson Street, Regina, SK, S4S 3C9",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414744,-104.623898
259,259,1074,"4039 Retallack Street, Regina, SK, S4S 3C2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
260,260,1154,"4076 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
261,261,754,"2935 Parliament Avenue, Regina, SK, S4S 2L3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
262,262,734,"3025 Parliament Avenue, Regina, SK, S4S 2L6",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415394,-104.62461
263,263,864,"1544 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
264,264,994,"2805 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
265,265,734,"4019 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
266,266,854,"4049 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
267,267,1154,"3025 Parliament Avenue, Regina, SK, S4S 2L6",2,1.0,0,1,1,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415394,-104.62461
268,268,725,"3955 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
269,269,854,"3954 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
270,270,974,"1544 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
271,271,1134,"2155 Rose Street, Regina, SK, S4P 2A5",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.444226,-104.6079823
272,272,849,"4039 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
273,273,949,"4114 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
274,274,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
275,275,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
276,276,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
277,277,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
278,278,949,"4114 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
279,279,854,"4029 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
280,280,999,"4122 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
281,281,699,"2835 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
282,282,999,"2915 Parliament Ave, Regina, SK, S4S 2L3",2,1.0,0,1,1,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
283,283,994,"4114 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
284,284,1154,"3026 Parliament Avenue, Regina, SK, S4S 2L5",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415477,-104.624051
285,285,854,"3940 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.622474
286,286,799,"2935 Parliament Avenue, Regina, SK, S4S 2L3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
287,287,754,"3918 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
288,288,754,"3929 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
289,289,814,"2915 Parliament Ave, Regina, SK, S4S 2L3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
290,290,994,"4122 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
291,291,799,"3025 Parliament Avenue, Regina, SK, S4S 2L6",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415394,-104.62461
292,292,799,"3918 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
293,293,799,"3026 Parliament Avenue, Regina, SK, S4S 2L5",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415477,-104.624051
294,294,794,"3941 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
295,295,854,"4030 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
296,296,814,"4030 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
297,297,994,"4029 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
298,298,849,"2835 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
299,299,699,"2155 Rose Street, Regina, SK, S4P 2A5",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.444226,-104.6079823
300,300,799,"3954 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
301,301,849,"4110 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
302,302,854,"4110 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
303,303,854,"3900 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
304,304,854,"4076 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
305,305,974,"1520 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
306,306,889,"3900 Rae Street, Regina, SK, S4S 3A2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
307,307,814,"2924 Parliament Ave, Regina, SK, S4S 2L4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415614,-104.622717
308,308,799,"3929 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
309,309,814,"4076 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
310,310,849,"4019 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
311,311,854,"3941 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
312,312,725,"2121 Smith Street, Regina, SK, S4P 2P3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
313,313,699,"1520 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
314,314,799,"3854 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
315,315,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
316,316,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
317,317,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
318,318,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
319,319,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
320,320,854,"801 Grey Street, Regina, SK, S4T 5G8",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.464843,-104.655319
321,321,814,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
322,322,675,"2821 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
323,323,994,"2821 Parliament Ave, Regina, SK, S4S 2L1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
324,324,879,"2121 Smith Street, Regina, SK, S4P 2P3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
325,325,854,"3864 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
326,326,1189,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
327,327,1300,"S4P3y8, Canada",1,1.0,0,1,1,1,0,632,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4424462,-104.6166159
328,328,1100,"Blake Cres, Regina, SK S4X, Canada",2,1.0,0,0,0,1,0,875,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.508181,-104.660468
329,329,1200,"10 Ave W, Melville, SK S0A 2P0, Canada",3,1.0,1,1,1,1,0,950,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,51.138243,-102.872075
330,330,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
331,331,1250,"Froom Crescent, Regina, SK S4N 1B7, Canada",2,1.0,0,1,1,2,0,1050,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,50.441957,-104.564223
332,332,915,"2178 Osler St, Regina, SK S4P 1W6, Canada",2,1.0,0,1,1,1,0,900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,50.445445,-104.60491
