,Unnamed: 0.1,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
131,131,1300,"4805 Liberty St, Regina, SK S4W 0K2, Canada",2,1.0,0,0,0,1,0,1000,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
132,132,1200,"2125 Osler St, Regina, SK S4P 4G9, Canada",2,1.0,0,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,50.4451429,-104.604911
133,133,1300,"1545 Neville Dr, Regina, SK S4Z 0A7, Canada",2,1.0,0,1,1,1,0,750,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4523907,-104.5316401
134,134,1100,"1039 Elliott St, Regina, SK S4N 3E7, Canada",3,1.0,0,0,0,0,0,700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.4628349,-104.5864971
135,135,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
136,136,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
137,137,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.474007,-104.632346
138,138,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
143,143,1275,"333 Lorne Street, S4R2J3, Regina, SK",2,2.0,0,0,0,2,1,1040,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.4731795,-104.6137
146,146,850,", S4N1W3, Regina, SK",1,1.0,0,1,1,0,0,800,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.451702,-104.566421
147,147,985,"S4S6P8, Canada",2,1.0,1,1,1,1,0,909,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,50.415106,-104.597735
148,148,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",1,1.0,0,1,1,1,0,630,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.447003,-104.612242
149,149,2300,"S4P2A6, Canada",5,4.0,0,0,0,3,1,2400,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.443711,-104.608098
150,150,1200,"1630 Badham Blvd, Regina S4P0J6 SK",1,1.0,1,1,1,0,0,500,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.4390256,-104.6047007
152,152,1000,", Regina s4x0m4 SK, Canada",1,1.0,1,1,1,0,0,650,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.5068188,-104.6740383
153,153,1275,"5000 Green Jewel Blvd, Regina, SK, S4V 3V2",1,1.0,0,1,1,0,1,662,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.418782,-104.511409
154,154,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.439672,-104.648915
155,155,1100,"411 Lorne St N, Regina, SK S4R 3B2, Canada",2,1.0,0,1,1,1,1,900,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.482144,-104.613617
156,156,1050,"1213 Empress St, Regina, SK S4T 5E4, Canada",2,1.0,0,1,1,1,0,700,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50.460635,-104.653948
157,157,1464,"1066 Dorothy St., Regina, SK, S4X 0P4",2,2.0,0,1,1,0,1,916,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,50.4755343,-104.6826709
158,158,1464,"1070 Dorothy St., Regina, SK, S4X 0P5",2,2.0,0,1,1,0,1,915,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,50.477173,-104.682274
159,159,1124,"1060 Dorothy St., Regina, SK, S4X 3C5",2,1.0,0,0,1,0,1,877,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,50.476408,-104.68282
160,160,1800,"Green Rock Rd, Regina, SK S4V, Canada",3,2.5,0,0,0,2,0,1350,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.425383,-104.515726
161,161,980,"Wallace St, Regina, SK S4N 3Z9, Canada",2,1.0,1,1,1,2,0,700,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.450296,-104.593672
162,162,1050,"42 Spence St, Regina, SK S4S 4H4, Canada",1,1.0,0,0,1,1,0,634,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.4132335,-104.6154105
163,163,1445,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,0,0,1,2,1,857,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,50.44065,-104.649629
164,164,750,"2166 Robinson St, Regina, SK S4T 2P7, Canada",1,1.0,0,1,1,0,0,500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.445412,-104.623953
165,165,1000,"4505 Rae St, Regina, SK S4S 3B2, Canada",2,1.5,0,1,1,2,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,50.410088,-104.621026
166,166,1000,"Garnet St, Regina, SK, Canada, S4T 2Y2",2,1.0,0,0,0,2,0,840,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,50.4598637,-104.6268441
167,167,1300,"2030 Edgar Street, Regina, SK, S4N 3K6",3,1.5,0,0,0,0,1,1100,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,50.446731,-104.588025
168,168,1398,"502 University Park Drive, Regina, SK, S4V 3L8",2,1.0,0,1,1,1,1,954,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.431637,-104.550761
169,169,1319,"41 Munroe Place, Regina, SK, S4S 6A7",1,1.0,0,1,1,0,1,650,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.414254,-104.599335
170,170,1495,"1114-5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,1,1,1,1,0,900,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,50.44065,-104.649629
171,171,1089,"239 Centennial St, Regina, SK S4S 6T5, Canada",2,1.0,0,1,1,1,1,850,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,50.411899,-104.600421
172,172,1100,"Tutor Way, Regina, SK S4W 0G4, Canada",2,1.0,1,1,1,2,0,975,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.436949,-104.649662
173,173,1148,"41 Munroe Place, Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,850,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.414254,-104.599335
174,174,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.439672,-104.648915
175,175,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
176,176,1100,", Regina South S4W0G4 SK, Canada",2,1.0,1,1,1,2,0,975,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.436949,-104.649662
177,177,1450,"5663 Mitchinson Way, Regina, SK, S4W 0P9",3,2.0,0,0,0,0,1,1000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
178,178,945,"2410  15th Avenue, Regina, SK, S4P 1A4",1,1.0,0,1,1,0,1,620,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.442441,-104.615924
179,179,1350,"48 B Nollet Ave, Regina S4T 7P9 SK",2,1.0,0,1,1,1,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.481562,-104.668815
180,180,750,"3208 Westgate Ave, Regina, SK S4S 1B3, Canada",1,1.0,0,1,1,1,0,500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,50.425468,-104.626472
181,181,1200,"1823 York St, Regina, SK S4T 4R3, Canada",2,1.0,0,0,0,2,0,750,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.450482,-104.645142
182,182,750,"80 Hanbidge Cres, Regina, SK, S4R 7C4",1,1.0,0,1,1,1,0,820,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.475494,-104.65827
183,183,800,"131 Angus Rd, Regina, SK S4R 5E4, Canada",1,1.0,1,1,1,1,1,650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.483958,-104.6204335
184,184,1295,"Dakota Dr, Regina, SK S4Z, Canada",2,2.0,0,0,1,2,0,1160,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,50.45127,-104.53095
185,185,1590,"5290 Aerodrome Rd, Regina, SK S4W 0P4, Canada",3,1.5,0,0,0,1,0,1100,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.436949,-104.649662
186,186,1155,"539 Wascana St, Regina, SK S4R 4J3, Canada",2,1.0,0,0,0,0,0,1030,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.470744,-104.639845
187,188,1350,"2236 Wallace St, Regina, SK S4N 4A7, Canada",2,1.0,1,1,1,1,1,772,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.443887,-104.593764
189,190,1150,"1969 St John St, Regina, SK, S4P 1S3",2,1.0,0,0,0,0,1,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.448031,-104.601838
190,191,999,"1424 Victoria Ave, Regina, SK, S4P 0P3",2,1.0,0,1,1,0,1,585,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
191,192,854,"3823 Retallack Street, Regina, SK, S4S 3B7",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.418614,-104.622489
192,193,854,"4050 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,410,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
193,194,1074,"3823 Retallack Street, Regina, SK, S4S 3B7",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.418614,-104.622489
194,195,1074,"4050 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
195,196,994,"3823 Retallack Street, Regina, SK, S4S 3B7",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.418614,-104.622489
199,200,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
200,201,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
201,202,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.431637,-104.550761
202,203,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
203,204,950,"2115  Montague St, Regina, SK, S4T 3K1",1,1.0,0,1,1,0,1,465,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445075,-104.629572
204,205,1300,"5281 Aviator Crescent, S4W0G9, Regina, SK",2,1.5,0,1,1,1,0,1100,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
205,206,1500,"138 Turner Crescent, Regina, SK S4N 4P6, Canada",3,1.0,0,0,0,2,1,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.453767,-104.5451025
206,207,1000,"2151 Hamilton Street, S4P 2E5, Regina, SK",1,1.0,0,1,1,0,0,680,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,50.444921,-104.609399
207,208,795,"2151 Hamilton Street, S4P 2E5, Regina, SK",1,1.0,0,1,1,0,0,680,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,50.444921,-104.609399
208,209,700,"4701 4 Ave, Regina, SK S4T 0J5, Canada",2,1.0,0,1,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,50.46294,-104.648253
209,210,750,"1142 Garry St, Regina, SK S4T 5R4, Canada",1,1.0,0,0,0,2,1,750,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.461382,-104.665373
210,211,900,"4045 Rae St, Regina, SK S4S 6Y8, Canada",1,1.0,0,1,1,1,0,710,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,50.477049,-104.621099
211,212,850,"1431 Rae, S4p 3g1, Regina, SK",2,1.0,0,0,0,1,0,600,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50.456133,-104.62065
212,213,925,", Regina S4T1Y5 SK, Canada",2,1.0,0,0,0,1,1,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.461302,-104.619645
215,216,1100,"Regina, SK, Canada, S4N 1T2",1,1.0,0,0,0,2,0,900,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.441016,-104.56384
216,217,854,"3954 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.622474
217,218,1414,"4130 Rae Street, Regina, SK, S4S 3A4",3,1.0,0,1,1,0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
218,219,994,"4140 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
219,220,1074,"4049 Retallack Street, Regina, SK, S4S 3C2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
220,221,1154,"4064 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
221,222,799,"1538 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
222,223,1525,"4160 Rae Street, Regina, SK, S4S 3A4",3,1.0,0,1,1,0,1,1061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
223,224,1504,"2915 Parliament Ave, Regina, SK, S4S 2L3",3,1.0,0,1,1,0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
224,225,734,"4120 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
225,226,1154,"4160 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
226,227,849,"4100 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
227,228,1154,"4040 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
228,229,1154,"4020 Robinson Street, Regina, SK, S4S 3C9",2,1.0,0,1,1,0,1,720,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414744,-104.623898
229,230,854,"3854 Rae Street, Regina, SK, S4S 3A1",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41858,-104.621018
230,231,999,"4030 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4152497,-104.6210282
231,232,864,"1538 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,480,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
232,233,1104,"1520 Alexandra Street, Regina, SK, S4T 4N9",2,1.0,0,1,1,0,1,880,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
233,234,1154,"2821 Parliament Ave, Regina, SK, S4S 2L1",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
234,235,734,"2924 Parliament Ave, Regina, SK, S4S 2L4",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415614,-104.622717
235,236,994,"4150 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
236,237,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",2,1.0,0,1,1,0,1,870,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
237,238,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
238,239,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.431637,-104.550761
239,240,1319,"75 Cavendish St., Regina, SK, S4N 5B9",3,1.5,0,0,0,1,1,1047,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.455052,-104.530198
240,241,725,"3955 Robinson Street, Regina, SK, S4S 3C7",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416219,-104.623885
241,242,1174,"4140 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
242,243,1154,"4130 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
243,244,1074,"4029 Retallack Street, Regina, SK, S4S 3C2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
244,245,849,"3955 Retallack Street, Regina, SK, S4S 3C1",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.416322,-104.62233
245,246,1074,"3918 Rae Street, Regina, SK, S4S 3A2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
246,247,1684,"68 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,0,0,0,1,1848,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
247,248,1014,"4049 Retallack Street, Regina, SK, S4S 3C2",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415345,-104.622466
248,249,994,"4120 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4143456,-104.6224529
249,250,1074,"2935 Parliament Avenue, Regina, SK, S4S 2L3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.623167
250,251,1154,"2805 Parliament Ave, Regina, SK, S4S 2L1",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.415392,-104.621739
251,252,854,"4150 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
252,253,1154,"3930 Rae Street, Regina, SK, S4S 3A2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.621031
253,254,999,"4150 Rae Street, Regina, SK, S4S 3A4",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413591,-104.621144
254,255,1134,"2121 Smith Street, Regina, SK, S4P 2P3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444657,-104.615192
255,256,794,"4020 Robinson Street, Regina, SK, S4S 3C9",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414744,-104.623898
256,257,849,"3954 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.417045,-104.622474
