,Unnamed: 0.1,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
520,522,1700,"1250 Wessex Place, S4N 7S2, Regina, SK",3,3.0,0,0,0,2,1,1100,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,50.49772,-104.662097
521,523,1250,"S4S1E4, Canada",1,1.0,1,1,1,3,0,1055,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,50.423473,-104.625948
522,524,1200,"College Ave, Regina, SK S4P 4V5, Canada",2,1.0,0,0,0,0,1,970,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.440739,-104.60703
524,526,1060,"1830 College Avenue, Regina S4P 1C2 SK",1,1.0,0,1,1,0,0,650,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,50.440796,-104.582263
525,527,1064,"5035 Sherwood Dr., Regina, SK, S4R 4C1",1,1.0,0,1,1,0,1,700,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,50.477016,-104.652612
526,528,1100,"69  Kleisinger Cres, Regina, SK, S4R 6Z4",2,1.0,0,1,1,0,1,761,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.484498,-104.607979
528,530,1600,"1914 Hamilton St, Regina, SK S4P 3N6, Canada",1,1.0,1,1,1,1,1,882,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,50.4487677,-104.6093955
530,532,1250,"661 Royal St, Regina, SK S4T 4Z3, Canada",2,1.0,0,0,0,0,1,860,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.468577,-104.651054
531,533,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",2,1.0,0,1,1,0,1,870,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4436708,-104.6239575
532,534,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
533,535,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
534,536,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
535,537,1100,"1061 Birchwood Pl, Regina, SK S4S 7L1, Canada",2,1.0,0,0,1,1,0,800,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,50.39981,-104.60367
536,538,1150,"405 2305 Victoria Avenue, Regina S4S 1B6 SK",1,1.0,1,1,1,1,0,700,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,50.424975,-104.627844
537,539,850,"Embury St, Regina, SK S4N 2L7, Canada",1,1.0,1,1,1,3,1,650,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.445411,-104.575715
538,540,930,"30 Spence Street, Regina, SK, S4S 4H4",1,1.0,0,1,1,0,1,675,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4132335,-104.6154105
539,541,950,"1454  Rae St, Regina, SK, S4T 2C5",2,1.0,0,1,1,0,1,684,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.455924,-104.621176
540,542,900,"Curtiss Ave, Regina, SK S0G, Canada",1,1.0,1,1,1,1,0,1300,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.4132733,-104.645034
542,544,909,"2630 6 Ave N, Regina, SK S4R 0P2, Canada",2,1.0,1,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,50.478954,-104.618794
543,545,1600,"89 McNab Crescent, Regina, SK S4S 4B3, Canada",3,1.0,0,0,0,2,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.419232,-104.604957
546,549,950,"960 Garnet Street, Regina, SK, S4T 2X5",3,1.0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.464392,-104.626846
549,552,1450,"1640 Dakota Dr, Regina, SK S4Z 0A1, Canada",2,1.0,0,0,1,2,0,940,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,50.4523907,-104.5316401
550,553,2500,"2500 Elphinstone St, Regina, SK S4S 0J6, Canada",4,2.0,1,1,1,2,0,900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.438607,-104.63111
552,555,1000,"Somerville road , Rae street  S4s2y5 SK, Canada",2,2.0,0,1,1,1,0,1200,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.409616,-104.621184
553,556,1000,", Harbour landing  S4w0c7 SK, Canada",1,1.0,1,0,1,0,0,500,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50.4340146,-104.6650159
555,558,700,"Retallack St, Regina, SK S4T 2H3, Canada",2,1.0,0,0,0,1,0,800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.462858,-104.622505
558,561,1800,"303 Royal Street, S4R4Y2, Regina, SK",4,2.0,0,0,0,2,0,950,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,50.4742244,-104.6524593
559,562,900,"1800 York Street, Regina, SK, S4T 4R2",1,1.0,0,0,0,0,1,650,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50.450483,-104.645142
561,564,800,"431 17 Ave E, Regina, SK S4N 0Y4, Canada",1,1.0,0,1,1,1,0,800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.439103,-104.5786
563,566,1400,"865 Queen St, Regina, SK S4T 4A6, Canada",3,2.0,1,1,1,1,0,1280,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.466043,-104.636925
564,567,800,"S4T0L2, Canada",2,1.0,0,0,0,1,1,700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50.477158,-104.622068
565,568,1300,"3420 Park St, Regina, SK S4V 2M9, Canada",3,1.5,0,1,1,1,0,980,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.427818,-104.57389
566,569,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
567,570,989,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
568,571,1375,"2830 Gordon Rd, Regina, SK S4S 6A1, Canada",2,1.0,1,1,1,1,0,926,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,50.4045935,-104.6200654
569,572,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
570,573,1190,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",2,1.0,0,0,1,0,1,691,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,50.430928,-104.6643399
571,574,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
572,575,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447245,-104.600769
573,576,900,"5430 McClelland Dr, Regina, SK S4W 0K7, Canada",1,1.0,0,0,0,1,0,400,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.436949,-104.649662
574,577,2100,"2300 Broad St, Regina, SK S4P 1Y8, Canada",2,2.0,0,1,1,1,1,1400,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,50.442326,-104.606652
575,578,975,"3832 Rae St, Regina, SK S4S 3A1, Canada",2,1.0,0,1,1,1,1,770,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,50.41858,-104.621018
577,580,1500,"2157 Toronto St, Regina, SK S4P 0B8, Canada",3,1.0,0,0,0,1,0,1134,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.453474,-104.596384
578,581,900,"2353 Ottawa St, Regina, SK S4P 1R2, Canada",2,1.0,0,1,1,1,0,800,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.4424372,-104.6005612
579,582,1239,"700 Gladmer Pk., Regina, SK, S4P 2W9",2,1.0,0,0,0,1,1,864,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.437079,-104.605561
580,583,1350,"2315 McIntyre Street, Regina, SK, S4P 3Y8",1,1.0,0,0,0,0,0,725,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4424462,-104.6166159
581,584,1500,"126 Oakview Drive, Regina, SK, S4R 0E4",4,2.5,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.48731,-104.609417
582,585,1200,"38 Spence Street, Regina, SK, S4S 4H4",2,1.0,0,0,0,0,0,900,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50.4132335,-104.6154105
583,586,1000,", Regina S4W 0K8 SK, Canada",1,1.0,1,1,1,0,0,800,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.436949,-104.649662
584,587,750,"S4V3N4, Canada",1,1.0,1,1,1,1,0,750,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,50.440083,-104.589336
585,588,1350,"51 Rodenbush Dr, Regina, SK S4R 8C7, Canada",2,1.0,1,1,1,1,0,907,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,50.494665,-104.597102
586,589,950,"2334 Broder St, Regina, SK S4N 3S8, Canada",2,1.0,0,0,0,1,0,900,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50.442286,-104.590922
588,591,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445121,-104.621029
589,592,1100,"26 Shaw Street -, Regina, SK, S4R 3M4",2,1.0,0,0,0,0,0,817,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4811905,-104.621971
591,594,1350,"70 Froom Crescent, Regina, SK S4N 1S7, Canada",3,1.0,1,1,1,1,0,1304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.445401,-104.566171
592,595,950,"4435 A Dewdney Ave, REGINA S4t 1b3 SK",2,1.0,0,0,0,2,0,1060,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.455142,-104.643626
594,597,800,"1560 Alexandra St, Regina, SK S4T 4N9, Canada",1,1.0,0,1,1,1,0,650,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.455447,-104.643791
595,598,800,"1130 Angus Street, Regina S4T 1Y5 SK",3,1.0,0,0,0,1,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.461302,-104.619645
596,599,123,"2119 Osler St, Regina, SK S4P 1W7, Canada",1,1.0,0,1,1,0,1,750,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,50.444777,-104.604766
598,601,795,"#4-2223 McIntyre Street , Regina s4p 2s1 SK",1,1.0,0,1,1,1,0,640,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,50.443242,-104.616468
599,602,1075,", s4p2s1, Regina, SK",2,1.0,0,1,1,1,0,980,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,50.443242,-104.616468
600,603,825,"2504 Argyle St, Regina, SK S4S 0J2, Canada",1,1.0,0,1,0,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,50.438564,-104.632575
601,604,750,"1610 Angus St, Regina, SK S4T 1Z2, Canada",1,2.5,0,1,1,1,0,600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,50.453236,-104.6196076
602,605,1500,"S4X0J1, Canada",2,1.0,0,1,1,1,0,963,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,50.507111,-104.660799
603,606,650,"1610 Angus St, Regina, SK S4T 1Z2, Canada",1,2.5,0,1,1,1,0,300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.453236,-104.6196076
604,607,1100,"357 Froom Crescent, Regina, SK S4N 1T4, Canada",2,1.0,1,1,1,1,0,900,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,50.439919,-104.566925
605,608,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.470701,-104.607933
606,609,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
607,610,750,"2104  14th Ave, Regina, SK, S4P 0X6",1,1.0,0,1,1,0,1,343,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4440233,-104.6158508
608,611,1400,"2126 Elliott St, Regina, SK S4N 3H2, Canada",3,1.0,0,0,0,1,1,954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.451827,-104.586441
609,612,900,"2504 Argyle St, Regina, SK S4S 0J2, Canada",1,1.0,0,1,1,1,0,900,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,50.438564,-104.632575
610,613,1200,"1411 Fleet St, Regina, SK S4N 5R6, Canada",2,1.0,1,1,1,0,0,900,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.457337,-104.548649
612,616,1000,", Harbour Landing S4W0K5 SK",2,1.0,0,0,0,2,0,800,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.436949,-104.649662
614,618,995,"2420 6 Ave N, Regina, SK S4R 3B4, Canada",2,1.0,0,1,1,1,1,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,50.477344,-104.615321
615,619,895,"2420 6 Ave N, Regina, SK S4R 3B4, Canada",1,1.0,0,1,1,1,1,650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,50.477344,-104.615321
616,620,800,"357 N Broad St, Regina, SK S4R 2X8, Canada",1,1.0,0,1,1,1,0,650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
617,621,850,"357 N Broad St, Regina, SK S4R 2X8, Canada",2,1.0,0,1,1,1,0,900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
618,622,1100,"2305 Victoria Ave, Regina, SK S4P 0S7, Canada",1,1.0,0,1,1,1,0,500,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,50.447071,-104.581973
622,626,1100,"Regina, SK S4N3H2, Canada",2,1.0,0,0,0,1,1,576,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.451827,-104.586441
623,627,1450,"12 Lyons St, Regina, SK S4T 6G1, Canada",3,3.0,0,0,0,2,1,1300,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4642984,-104.668768
624,628,1195,"35 Alport Crescent, Regina, SK S4R 7X2, Canada",2,1.0,0,1,1,1,0,700,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,50.4954645,-104.599458
625,629,1650,"55 Harbour Landing Dr, Regina, SK S4W 0B8, Canada",3,1.5,0,0,0,2,0,1140,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4340146,-104.6650159
626,630,2100,"2101 Heseltine Rd, Regina, SK S4V, Canada",2,2.0,1,1,1,2,0,964,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,50.443846,-104.54337
627,631,995,"2920 Victoria Ave, Regina, SK S4T 1K7, Canada",2,1.0,0,1,1,1,0,600,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,50.447244,-104.623229
629,633,2000,"2328 Halifax St, Regina, SK S4P 1V4, Canada",1,1.0,1,1,1,0,0,500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.442322,-104.603414
631,635,1495,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,1,1,1,1,0,800,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,50.44065,-104.649629
632,636,1675,"S4T1G7, Canada",3,2.5,0,0,0,2,0,1000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,50.451314,-104.628482
634,638,994,"Rae St, S4S3A2, REGINA, SK",2,1.0,0,1,1,1,1,720,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,50.417045,-104.621031
636,640,700,"1031 Argyle St, Regina, SK S4T 3R4, Canada",2,1.0,0,0,0,0,1,800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50.462848,-104.632637
637,641,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.431637,-104.550761
638,642,940,"331  Broad Street North, Regina, SK, S4R 2X8",1,1.0,0,1,1,0,1,659,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
639,643,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4809322,-104.6064483
640,644,1022,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,860,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
641,645,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.414254,-104.599335
644,648,960,"433 Osler St, Regina, SK S4R 1V8, Canada",3,1.0,0,0,1,2,0,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.472292,-104.604872
645,649,1000,"2155 Winnipeg St, Regina, SK S4P 1G9, Canada",1,1.0,1,1,1,1,0,600,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,50.445425,-104.59505
646,650,1600,"1914 Hamilton St, Regina, SK S4P 3N6, Canada",1,1.0,1,1,1,1,1,882,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,50.4487677,-104.6093955
647,651,1000,"angus road, Canada",1,1.0,1,1,1,1,0,696,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,50.478071,-104.6203968
648,652,900,"3935 Robinson Street, S4S 3C8, Regina, SK",2,1.0,0,1,1,1,0,575,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50.417032,-104.623899
649,653,550,"1901 14 Ave, Regina, SK S4P 0X4, Canada",1,1.0,1,1,1,1,0,300,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,50.443903,-104.608689
650,654,700,"1106 McIntosh St, Regina, SK S4T 5B9, Canada",1,1.0,0,1,1,1,0,500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4594315,-104.6524885
651,657,1200,", regina s4t 5a7 SK, Canada",2,1.0,1,1,1,1,0,700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50.4521561,-104.650754
654,660,2200,"2363 Broad St, Regina, SK S4P 1B9, Canada",3,2.0,0,1,1,1,0,2500,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50.440899,-104.605644
656,662,950,", Regina S4T 5K6 SK, Canada",1,1.0,1,1,1,0,0,750,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.467579,-104.661673
657,663,950,"311 Tremaine Ave, Regina, SK S4R 6T9, Canada",1,1.0,0,1,1,1,1,900,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,50.492067,-104.6606825
658,664,2000,", Regina S4n3g9  SK, Canada",5,4.0,0,0,0,2,0,2100,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.447008,-104.586466
659,665,1750,"5402 Mitchinson Way, Regina, SK S4W 0E7, Canada",3,2.0,0,0,0,1,0,1100,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4480094909668,-104.595176696777
660,666,900,"3859 Robinson St, Regina, SK S4S 3C5, Canada",2,1.0,0,1,1,1,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50.418622,-104.623915
661,668,1275,"5500 Mitchinson Way, Regina, SK S4W 0N9, Canada",2,1.0,1,0,1,0,1,770,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.436949,-104.649662
662,669,950,"8 Dolphin Bay, Regina, SK S4S 2L9, Canada",2,1.0,1,1,1,2,0,950,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.405489,-104.611608
663,670,875,"2125 Lorne St, Regina, SK S4P 3K3, Canada",1,1.0,0,1,1,0,0,750,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.44478,-104.61354
664,671,950,"200 blk Ottawa Street, Regina S4R1N5 SK",1,1.0,1,1,1,1,0,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,50.475234,-104.60051
666,673,1100,"125 Froom Crescent, Regina, SK S4N 1S8, Canada",2,1.0,0,1,1,1,0,1000,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,50.445507,-104.568106
667,674,1095,", S4r2l7, Regina, SK",2,1.0,0,1,1,2,0,1000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.475381,-104.616629
669,676,1750,"Trinity Way, Regina, SK S0G 4G0, Canada",2,2.0,0,0,0,2,1,1400,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.38449,-104.503376
